Time [min:sec]	P [h Pa]	T [¡ÆC]	U [%]	Wsp [m/s]	Wdir [¡Æ]	Lon [¡Æ]   	Lat [¡Æ]  	Altitude [m]	Dew [¡ÆC]	Vi Te [¡ÆC]	Rs [m/min]
26:50         	773.8   	14.66 	6    	8.5      	247     	129.098412	35.155296	2277.5      	-23.4   	14.8      	174.0     
26:52         	773.2   	14.63 	5    	8.5      	247     	129.098591	35.155348	2283.3      	-23.4   	14.8      	174.0     
26:54         	772.7   	14.60 	5    	8.5      	247     	129.098770	35.155401	2289.1      	-23.5   	14.7      	174.0     
26:56         	772.2   	14.56 	5    	8.5      	247     	129.098949	35.155454	2294.9      	-23.6   	14.7      	174.0     
26:58         	771.7   	14.53 	5    	8.5      	247     	129.099127	35.155506	2300.7      	-23.7   	14.7      	174.0     
27:00         	771.1   	14.49 	5    	8.5      	247     	129.099306	35.155559	2306.5      	-23.7   	14.6      	174.0     
27:02         	770.6   	14.46 	5    	8.5      	247     	129.099485	35.155612	2312.3      	-23.8   	14.6      	174.0     
27:04         	770.1   	14.42 	5    	8.5      	247     	129.099664	35.155665	2318.1      	-23.9   	14.5      	174.0     
27:06         	769.5   	14.39 	5    	8.5      	247     	129.099843	35.155717	2323.9      	-24.0   	14.5      	174.0     
27:08         	769.0   	14.35 	5    	8.4      	246     	129.100022	35.155770	2329.7      	-24.0   	14.5      	174.0     
27:10         	768.5   	14.31 	5    	8.4      	246     	129.100201	35.155823	2335.5      	-24.1   	14.4      	174.0     
27:12         	767.9   	14.28 	5    	8.4      	246     	129.100373	35.155878	2341.3      	-24.2   	14.4      	174.0     
27:14         	767.4   	14.24 	5    	8.3      	246     	129.100543	35.155934	2347.1      	-24.2   	14.4      	174.0     
27:16         	766.9   	14.22 	5    	8.3      	246     	129.100714	35.155989	2352.9      	-24.3   	14.3      	174.0     
27:18         	766.4   	14.19 	5    	8.3      	246     	129.100884	35.156045	2358.4      	-24.4   	14.3      	164.5     
27:20         	765.9   	14.17 	5    	8.2      	246     	129.101055	35.156100	2363.8      	-24.4   	14.3      	163.1     
27:22         	765.4   	14.14 	5    	8.2      	246     	129.101225	35.156156	2369.2      	-24.5   	14.3      	163.1     
27:24         	764.9   	14.12 	5    	8.2      	246     	129.101396	35.156212	2374.7      	-24.5   	14.2      	163.1     
27:26         	764.4   	14.09 	5    	8.2      	245     	129.101566	35.156267	2380.1      	-24.6   	14.2      	163.1     
27:28         	763.9   	14.07 	5    	8.1      	245     	129.101737	35.156323	2385.5      	-24.7   	14.2      	163.1     
27:30         	763.4   	14.04 	5    	8.1      	245     	129.101907	35.156378	2391.0      	-24.7   	14.2      	163.1     
27:32         	762.9   	14.03 	5    	8.1      	244     	129.102078	35.156434	2396.4      	-24.8   	14.1      	163.1     
27:34         	762.4   	14.01 	5    	8.1      	244     	129.102248	35.156490	2401.8      	-24.8   	14.1      	163.1     
27:36         	762.0   	14.00 	5    	8.1      	244     	129.102419	35.156545	2407.3      	-24.9   	14.1      	163.1     
27:38         	761.5   	13.98 	5    	8.0      	243     	129.102589	35.156601	2412.7      	-24.9   	14.1      	163.1     
27:40         	761.0   	13.97 	5    	8.0      	243     	129.102760	35.156657	2418.1      	-24.8   	14.1      	163.1     
27:42         	760.5   	13.95 	5    	8.0      	243     	129.102924	35.156715	2423.6      	-24.8   	14.1      	163.1     
27:44         	760.0   	13.94 	5    	8.0      	243     	129.103087	35.156775	2429.0      	-24.8   	14.1      	163.1     
27:46         	759.5   	13.93 	5    	8.0      	243     	129.103250	35.156834	2434.5      	-24.8   	14.0      	163.1     
27:48         	759.0   	13.94 	5    	8.0      	243     	129.103413	35.156893	2439.7      	-24.7   	14.1      	156.1     
27:50         	758.6   	13.97 	5    	8.0      	243     	129.103576	35.156953	2444.8      	-24.7   	14.1      	155.0     
27:52         	758.1   	13.99 	5    	8.0      	243     	129.103740	35.157012	2450.0      	-24.6   	14.1      	155.0     
27:54         	757.6   	14.01 	5    	8.0      	243     	129.103903	35.157071	2455.2      	-24.6   	14.1      	155.0     
27:56         	757.2   	14.03 	5    	8.0      	243     	129.104066	35.157130	2460.3      	-24.7   	14.2      	155.0     
27:58         	756.7   	14.06 	5    	8.0      	243     	129.104229	35.157190	2465.5      	-24.8   	14.2      	155.0     
28:00         	756.2   	14.08 	5    	8.0      	243     	129.104392	35.157249	2470.7      	-25.0   	14.2      	155.0     
28:02         	755.8   	14.10 	5    	8.0      	243     	129.104555	35.157308	2475.8      	-25.1   	14.2      	155.0     
28:04         	755.3   	14.09 	5    	8.1      	243     	129.104718	35.157368	2481.0      	-25.3   	14.2      	155.0     
28:06         	754.8   	14.07 	5    	8.1      	243     	129.104881	35.157427	2486.2      	-25.5   	14.2      	155.0     
28:08         	754.4   	14.06 	5    	8.0      	243     	129.105045	35.157486	2491.3      	-25.7   	14.2      	155.0     
28:10         	753.9   	14.04 	5    	8.0      	242     	129.105208	35.157546	2496.5      	-25.9   	14.1      	155.0     
28:12         	753.5   	14.03 	4    	8.0      	242     	129.105370	35.157607	2501.7      	-26.1   	14.1      	155.0     
28:14         	753.0   	14.01 	4    	8.0      	242     	129.105532	35.157669	2506.8      	-26.4   	14.1      	155.0     
28:16         	752.5   	13.99 	4    	8.0      	242     	129.105695	35.157732	2512.0      	-26.7   	14.1      	155.0     
28:18         	752.1   	13.98 	4    	8.0      	242     	129.105857	35.157794	2517.1      	-27.0   	14.1      	153.3     
28:20         	751.6   	13.96 	4    	8.0      	242     	129.106019	35.157856	2522.2      	-27.4   	14.1      	152.3     
28:22         	751.2   	13.94 	4    	8.0      	242     	129.106181	35.157919	2527.3      	-27.7   	14.0      	152.3     
28:24         	750.7   	13.92 	4    	8.0      	242     	129.106343	35.157981	2532.3      	-28.0   	14.0      	152.3     
28:26         	750.3   	13.90 	4    	8.0      	242     	129.106505	35.158043	2537.4      	-28.4   	14.0      	152.3     
28:28         	749.8   	13.88 	4    	8.0      	242     	129.106667	35.158106	2542.5      	-28.8   	14.0      	152.3     
28:30         	749.4   	13.87 	3    	8.0      	242     	129.106830	35.158168	2547.6      	-29.2   	13.9      	152.3     
28:32         	748.9   	13.85 	3    	8.1      	241     	129.106992	35.158231	2552.7      	-29.4   	13.9      	152.3     
28:34         	748.5   	13.83 	3    	8.1      	241     	129.107154	35.158293	2557.7      	-29.7   	13.9      	152.3     
28:36         	748.0   	13.81 	3    	8.1      	241     	129.107316	35.158355	2562.8      	-29.9   	13.9      	152.3     
28:38         	747.6   	13.78 	3    	8.1      	241     	129.107478	35.158418	2567.9      	-30.2   	13.9      	152.3     
28:40         	747.1   	13.76 	3    	8.1      	241     	129.107640	35.158480	2573.0      	-30.4   	13.8      	152.3     
28:42         	746.7   	13.74 	3    	8.1      	241     	129.107803	35.158542	2578.0      	-30.7   	13.8      	152.3     
28:44         	746.2   	13.72 	3    	8.1      	241     	129.107967	35.158605	2583.1      	-31.0   	13.8      	152.3     
28:46         	745.8   	13.70 	3    	8.1      	241     	129.108131	35.158667	2588.2      	-31.3   	13.8      	152.3     
28:48         	745.3   	13.68 	3    	8.1      	241     	129.108295	35.158730	2593.3      	-31.5   	13.7      	152.0     
28:50         	744.9   	13.65 	3    	8.1      	241     	129.108459	35.158792	2598.3      	-31.6   	13.7      	151.4     
28:52         	744.4   	13.63 	3    	8.1      	242     	129.108622	35.158855	2603.4      	-31.7   	13.7      	151.4     
28:54         	744.0   	13.60 	3    	8.1      	242     	129.108786	35.158917	2608.4      	-31.7   	13.7      	151.4     
28:56         	743.5   	13.57 	3    	8.1      	242     	129.108950	35.158980	2613.5      	-31.8   	13.6      	151.4     
28:58         	743.1   	13.54 	3    	8.1      	242     	129.109114	35.159042	2618.5      	-31.9   	13.6      	151.4     
29:00         	742.6   	13.51 	3    	8.1      	242     	129.109278	35.159105	2623.5      	-31.9   	13.6      	151.4     
29:02         	742.2   	13.48 	3    	8.1      	243     	129.109442	35.159167	2628.6      	-32.0   	13.5      	151.4     
29:04         	741.7   	13.45 	3    	8.1      	243     	129.109605	35.159230	2633.6      	-32.1   	13.5      	151.4     
29:06         	741.3   	13.42 	3    	8.1      	243     	129.109769	35.159292	2638.7      	-32.2   	13.5      	151.4     
29:08         	740.8   	13.39 	3    	8.0      	243     	129.109933	35.159355	2643.7      	-32.2   	13.4      	151.4     
29:10         	740.4   	13.36 	3    	8.0      	243     	129.110097	35.159417	2648.8      	-32.2   	13.4      	151.4     
29:12         	740.0   	13.33 	3    	7.9      	243     	129.110258	35.159476	2653.8      	-32.3   	13.4      	151.4     
29:14         	739.5   	13.30 	3    	7.9      	243     	129.110415	35.159529	2658.9      	-32.3   	13.4      	151.4     
29:16         	739.1   	13.27 	3    	7.8      	243     	129.110572	35.159583	2663.9      	-32.4   	13.3      	151.4     
29:18         	738.6   	13.23 	3    	7.8      	243     	129.110730	35.159636	2668.9      	-32.4   	13.3      	149.3     
29:20         	738.2   	13.20 	3    	7.8      	243     	129.110887	35.159689	2673.8      	-32.4   	13.3      	145.8     
29:22         	737.8   	13.17 	3    	7.7      	243     	129.111044	35.159742	2678.6      	-32.5   	13.2      	145.8     
29:24         	737.3   	13.14 	3    	7.7      	243     	129.111201	35.159795	2683.5      	-32.5   	13.2      	145.8     
29:26         	736.9   	13.12 	3    	7.6      	243     	129.111358	35.159848	2688.4      	-32.5   	13.2      	145.8     
29:28         	736.5   	13.09 	3    	7.6      	244     	129.111515	35.159901	2693.2      	-32.5   	13.1      	145.8     
29:30         	736.1   	13.06 	3    	7.5      	244     	129.111672	35.159954	2698.1      	-32.5   	13.1      	145.8     
29:32         	735.6   	13.04 	3    	7.5      	244     	129.111829	35.160007	2702.9      	-32.5   	13.1      	145.8     
29:34         	735.2   	13.01 	3    	7.5      	245     	129.111987	35.160060	2707.8      	-32.5   	13.1      	145.8     
29:36         	734.8   	12.98 	3    	7.4      	245     	129.112144	35.160114	2712.7      	-32.5   	13.0      	145.8     
29:38         	734.4   	12.96 	3    	7.4      	246     	129.112301	35.160167	2717.5      	-32.5   	13.0      	145.8     
29:40         	733.9   	12.93 	3    	7.3      	246     	129.112458	35.160220	2722.4      	-32.5   	13.0      	145.8     
29:42         	733.5   	12.92 	3    	7.3      	246     	129.112613	35.160267	2727.2      	-32.5   	13.0      	145.8     
29:44         	733.1   	12.91 	3    	7.3      	247     	129.112763	35.160305	2732.1      	-32.5   	13.0      	145.8     
29:46         	732.7   	12.89 	3    	7.2      	247     	129.112913	35.160343	2737.0      	-32.6   	12.9      	145.8     
29:48         	732.3   	12.88 	3    	7.2      	248     	129.113064	35.160381	2741.7      	-32.6   	12.9      	142.6     
29:50         	731.9   	12.86 	3    	7.2      	248     	129.113214	35.160419	2746.3      	-32.7   	12.9      	137.2     
29:52         	731.5   	12.85 	3    	7.1      	248     	129.113364	35.160457	2750.9      	-32.7   	12.9      	137.2     
29:54         	731.1   	12.83 	3    	7.1      	249     	129.113515	35.160495	2755.4      	-32.8   	12.9      	137.2     
29:56         	730.7   	12.81 	3    	7.0      	249     	129.113665	35.160533	2760.0      	-32.8   	12.9      	137.2     
29:58         	730.3   	12.78 	3    	7.0      	250     	129.113815	35.160571	2764.6      	-32.9   	12.8      	137.2     
30:00         	729.9   	12.74 	3    	6.9      	250     	129.113966	35.160609	2769.2      	-32.9   	12.8      	137.2     
30:02         	729.5   	12.71 	3    	6.9      	250     	129.114116	35.160647	2773.7      	-33.0   	12.8      	137.2     
30:04         	729.1   	12.68 	3    	6.8      	251     	129.114266	35.160685	2778.3      	-33.0   	12.7      	137.2     
30:06         	728.7   	12.64 	3    	6.8      	251     	129.114417	35.160723	2782.9      	-33.1   	12.7      	137.2     
30:08         	728.3   	12.61 	3    	6.8      	252     	129.114567	35.160761	2787.4      	-33.1   	12.7      	137.2     
30:10         	727.9   	12.57 	3    	6.7      	252     	129.114717	35.160799	2792.0      	-33.2   	12.6      	137.2     
30:12         	727.5   	12.54 	2    	6.7      	252     	129.114865	35.160833	2796.6      	-33.2   	12.6      	137.2     
30:14         	727.1   	12.50 	2    	6.7      	252     	129.115007	35.160859	2801.2      	-33.2   	12.6      	137.2     
30:16         	726.7   	12.47 	2    	6.6      	253     	129.115149	35.160884	2805.7      	-33.3   	12.5      	137.2     
30:18         	726.3   	12.43 	2    	6.6      	253     	129.115291	35.160910	2810.3      	-33.3   	12.5      	136.4     
30:20         	725.9   	12.39 	2    	6.6      	253     	129.115433	35.160936	2814.6      	-33.4   	12.4      	129.4     
30:22         	725.5   	12.35 	2    	6.5      	253     	129.115575	35.160961	2818.9      	-33.4   	12.4      	129.4     
30:24         	725.2   	12.32 	2    	6.5      	253     	129.115717	35.160987	2823.2      	-33.5   	12.4      	129.4     
30:26         	724.8   	12.28 	2    	6.5      	254     	129.115859	35.161013	2827.5      	-33.5   	12.3      	129.4     
30:28         	724.4   	12.24 	2    	6.4      	254     	129.116001	35.161038	2831.8      	-33.5   	12.3      	129.4     
30:30         	724.0   	12.20 	2    	6.4      	254     	129.116143	35.161064	2836.2      	-33.6   	12.2      	129.4     
30:32         	723.7   	12.16 	2    	6.4      	255     	129.116285	35.161089	2840.5      	-33.6   	12.2      	129.4     
30:34         	723.3   	12.11 	2    	6.4      	255     	129.116427	35.161115	2844.8      	-33.7   	12.2      	129.4     
30:36         	722.9   	12.07 	2    	6.4      	255     	129.116569	35.161141	2849.1      	-33.7   	12.1      	129.4     
30:38         	722.6   	12.03 	2    	6.4      	256     	129.116711	35.161166	2853.4      	-33.7   	12.1      	129.4     
30:40         	722.2   	11.99 	2    	6.4      	256     	129.116853	35.161192	2857.7      	-33.7   	12.0      	129.4     
30:42         	721.8   	11.95 	2    	6.4      	257     	129.116993	35.161215	2862.0      	-33.8   	12.0      	129.4     
30:44         	721.4   	11.91 	2    	6.3      	257     	129.117130	35.161230	2866.3      	-33.8   	12.0      	129.4     
30:46         	721.1   	11.87 	2    	6.3      	257     	129.117267	35.161246	2870.7      	-33.8   	11.9      	129.4     
30:48         	720.7   	11.83 	2    	6.3      	258     	129.117404	35.161262	2874.9      	-33.8   	11.9      	126.7     
30:50         	720.3   	11.79 	2    	6.3      	258     	129.117541	35.161278	2879.0      	-33.9   	11.8      	123.8     
30:52         	720.0   	11.75 	2    	6.2      	258     	129.117678	35.161294	2883.1      	-33.9   	11.8      	123.8     
30:54         	719.6   	11.71 	2    	6.2      	259     	129.117814	35.161310	2887.3      	-33.9   	11.8      	123.8     
30:56         	719.3   	11.67 	2    	6.1      	259     	129.117951	35.161325	2891.4      	-33.9   	11.7      	123.8     
30:58         	718.9   	11.63 	2    	6.1      	259     	129.118088	35.161341	2895.5      	-33.9   	11.7      	123.8     
31:00         	718.6   	11.59 	2    	6.1      	259     	129.118225	35.161357	2899.6      	-33.9   	11.6      	123.8     
31:02         	718.2   	11.55 	2    	6.0      	260     	129.118362	35.161373	2903.8      	-33.9   	11.6      	123.8     
31:04         	717.9   	11.52 	3    	6.0      	260     	129.118499	35.161389	2907.9      	-33.8   	11.6      	123.8     
31:06         	717.5   	11.48 	3    	5.9      	260     	129.118635	35.161405	2912.0      	-33.8   	11.5      	123.8     
31:08         	717.1   	11.45 	3    	5.9      	260     	129.118772	35.161420	2916.1      	-33.8   	11.5      	123.8     
31:10         	716.8   	11.41 	3    	5.8      	261     	129.118909	35.161436	2920.3      	-33.8   	11.5      	123.8     
31:12         	716.4   	11.38 	3    	5.8      	260     	129.119046	35.161452	2924.4      	-33.8   	11.4      	123.8     
31:14         	716.1   	11.34 	3    	5.8      	260     	129.119174	35.161466	2928.5      	-33.8   	11.4      	123.8     
31:16         	715.7   	11.31 	3    	5.8      	260     	129.119302	35.161481	2932.7      	-33.7   	11.4      	123.8     
31:18         	715.4   	11.28 	3    	5.8      	260     	129.119430	35.161495	2936.7      	-33.7   	11.3      	120.7     
31:20         	715.0   	11.26 	3    	5.7      	260     	129.119558	35.161509	2940.6      	-33.6   	11.3      	119.0     
31:22         	714.7   	11.23 	3    	5.7      	259     	129.119686	35.161524	2944.6      	-33.6   	11.3      	119.0     
31:24         	714.4   	11.21 	3    	5.7      	259     	129.119814	35.161538	2948.6      	-33.6   	11.3      	119.0     
31:26         	714.0   	11.18 	3    	5.7      	259     	129.119942	35.161552	2952.5      	-33.5   	11.2      	119.0     
31:28         	713.7   	11.16 	3    	5.7      	259     	129.120070	35.161567	2956.5      	-33.5   	11.2      	119.0     
31:30         	713.3   	11.13 	3    	5.7      	259     	129.120198	35.161581	2960.5      	-33.5   	11.2      	119.0     
31:32         	713.0   	11.10 	3    	5.7      	258     	129.120326	35.161595	2964.4      	-33.5   	11.2      	119.0     
31:34         	712.7   	11.08 	3    	5.7      	258     	129.120454	35.161610	2968.4      	-33.6   	11.1      	119.0     
31:36         	712.3   	11.05 	3    	5.7      	257     	129.120582	35.161624	2972.4      	-33.7   	11.1      	119.0     
31:38         	712.0   	11.02 	3    	5.7      	257     	129.120710	35.161638	2976.4      	-33.8   	11.1      	119.0     
31:40         	711.7   	11.00 	3    	5.7      	257     	129.120838	35.161653	2980.3      	-33.9   	11.0      	119.0     
31:42         	711.3   	10.97 	3    	5.8      	256     	129.120966	35.161667	2984.3      	-34.0   	11.0      	119.0     
31:44         	711.0   	10.94 	3    	5.8      	256     	129.121095	35.161688	2988.3      	-34.1   	11.0      	119.0     
31:46         	710.6   	10.92 	3    	5.8      	255     	129.121224	35.161715	2992.2      	-34.2   	11.0      	119.0     
31:48         	710.3   	10.89 	3    	5.8      	255     	129.121354	35.161742	2996.2      	-34.3   	10.9      	119.5     
31:50         	710.0   	10.87 	2    	5.8      	254     	129.121483	35.161769	3000.2      	-34.3   	10.9      	120.1     
31:52         	709.6   	10.84 	2    	5.9      	254     	129.121613	35.161796	3004.2      	-34.3   	10.9      	120.1     
31:54         	709.3   	10.82 	2    	5.9      	254     	129.121743	35.161823	3008.2      	-34.4   	10.9      	120.1     
31:56         	708.9   	10.80 	2    	5.9      	253     	129.121872	35.161851	3012.2      	-34.4   	10.8      	120.1     
31:58         	708.6   	10.77 	2    	5.9      	253     	129.122002	35.161878	3016.2      	-34.5   	10.8      	120.1     
32:00         	708.3   	10.75 	2    	6.0      	252     	129.122132	35.161905	3020.2      	-34.5   	10.8      	120.1     
32:02         	707.9   	10.72 	2    	6.0      	252     	129.122261	35.161932	3024.2      	-34.5   	10.8      	120.1     
32:04         	707.6   	10.70 	2    	6.0      	251     	129.122391	35.161959	3028.2      	-34.6   	10.8      	120.1     
32:06         	707.2   	10.68 	2    	6.0      	251     	129.122520	35.161986	3032.2      	-34.6   	10.7      	120.1     
32:08         	706.9   	10.66 	2    	6.1      	250     	129.122650	35.162013	3036.2      	-34.6   	10.7      	120.1     
32:10         	706.6   	10.64 	2    	6.1      	250     	129.122780	35.162040	3040.2      	-34.5   	10.7      	120.1     
32:12         	706.2   	10.62 	3    	6.1      	249     	129.122909	35.162067	3044.2      	-34.5   	10.7      	120.1     
32:14         	705.9   	10.60 	3    	6.1      	249     	129.123039	35.162096	3048.2      	-34.4   	10.6      	120.1     
32:16         	705.5   	10.58 	3    	6.1      	249     	129.123171	35.162134	3052.2      	-34.3   	10.6      	120.1     
32:18         	705.2   	10.56 	3    	6.2      	249     	129.123304	35.162173	3056.3      	-34.3   	10.6      	121.8     
32:20         	704.8   	10.53 	3    	6.2      	248     	129.123436	35.162211	3060.5      	-34.2   	10.6      	124.5     
32:22         	704.5   	10.51 	3    	6.2      	248     	129.123568	35.162249	3064.6      	-34.2   	10.6      	124.5     
32:24         	704.1   	10.48 	3    	6.2      	248     	129.123700	35.162288	3068.8      	-34.1   	10.5      	124.5     
32:26         	703.8   	10.45 	3    	6.2      	247     	129.123832	35.162326	3072.9      	-34.1   	10.5      	124.5     
32:28         	703.4   	10.43 	3    	6.2      	247     	129.123965	35.162365	3077.1      	-34.1   	10.5      	124.5     
32:30         	703.1   	10.40 	3    	6.3      	247     	129.124097	35.162403	3081.2      	-34.2   	10.5      	124.5     
32:32         	702.7   	10.37 	3    	6.3      	246     	129.124229	35.162441	3085.4      	-34.2   	10.4      	124.5     
32:34         	702.4   	10.35 	3    	6.3      	246     	129.124361	35.162480	3089.5      	-34.2   	10.4      	124.5     
32:36         	702.0   	10.32 	3    	6.3      	246     	129.124493	35.162518	3093.7      	-34.2   	10.4      	124.5     
32:38         	701.7   	10.30 	3    	6.3      	246     	129.124625	35.162556	3097.8      	-34.2   	10.3      	124.5     
32:40         	701.3   	10.27 	3    	6.3      	246     	129.124758	35.162595	3102.0      	-34.2   	10.3      	124.5     
32:42         	701.0   	10.25 	3    	6.3      	246     	129.124890	35.162633	3106.1      	-34.3   	10.3      	124.5     
32:44         	700.6   	10.22 	3    	6.3      	245     	129.125022	35.162672	3110.3      	-34.3   	10.3      	124.5     
32:46         	700.3   	10.20 	3    	6.3      	245     	129.125154	35.162713	3114.4      	-34.2   	10.2      	124.5     
32:48         	699.9   	10.17 	3    	6.3      	245     	129.125285	35.162759	3118.6      	-34.1   	10.2      	124.5     
32:50         	699.6   	10.15 	3    	6.3      	245     	129.125416	35.162804	3122.8      	-34.1   	10.2      	126.2     
32:52         	699.2   	10.12 	3    	6.3      	245     	129.125546	35.162850	3127.1      	-34.0   	10.2      	128.9     
32:54         	698.9   	10.09 	3    	6.3      	244     	129.125677	35.162895	3131.4      	-34.0   	10.1      	128.9     
32:56         	698.5   	10.07 	3    	6.3      	244     	129.125808	35.162941	3135.7      	-33.9   	10.1      	128.9     
32:58         	698.1   	10.04 	3    	6.3      	244     	129.125939	35.162986	3140.0      	-33.9   	10.1      	128.9     
33:00         	697.8   	10.01 	3    	6.4      	243     	129.126070	35.163031	3144.2      	-33.8   	10.1      	128.9     
33:02         	697.4   	9.98  	3    	6.4      	243     	129.126201	35.163077	3148.5      	-33.8   	10.0      	128.9     
33:04         	697.0   	9.96  	3    	6.4      	243     	129.126332	35.163122	3152.8      	-33.6   	10.0      	128.9     
33:06         	696.7   	9.93  	3    	6.4      	243     	129.126463	35.163168	3157.1      	-33.5   	10.0      	128.9     
33:08         	696.3   	9.91  	3    	6.4      	242     	129.126594	35.163213	3161.4      	-33.3   	10.0      	128.9     
33:10         	696.0   	9.88  	3    	6.5      	242     	129.126725	35.163259	3165.7      	-33.2   	9.9       	128.9     
33:12         	695.6   	9.86  	3    	6.5      	242     	129.126856	35.163304	3170.0      	-33.1   	9.9       	128.9     
33:14         	695.2   	9.84  	3    	6.5      	241     	129.126987	35.163349	3174.3      	-32.9   	9.9       	128.9     
33:16         	694.9   	9.81  	3    	6.5      	240     	129.127116	35.163409	3178.6      	-32.8   	9.9       	128.9     
33:18         	694.5   	9.79  	3    	6.6      	240     	129.127244	35.163471	3182.9      	-32.6   	9.8       	128.9     
33:20         	694.2   	9.77  	3    	6.6      	239     	129.127372	35.163532	3187.3      	-32.5   	9.8       	132.0     
33:22         	693.8   	9.74  	3    	6.6      	238     	129.127500	35.163594	3191.8      	-32.5   	9.8       	134.4     
33:24         	693.4   	9.72  	3    	6.7      	238     	129.127629	35.163656	3196.3      	-32.5   	9.8       	134.4     
33:26         	693.0   	9.70  	3    	6.7      	237     	129.127757	35.163717	3200.8      	-32.4   	9.8       	134.4     
33:28         	692.7   	9.67  	3    	6.7      	236     	129.127885	35.163779	3205.2      	-32.4   	9.7       	134.4     
33:30         	692.3   	9.65  	3    	6.8      	236     	129.128014	35.163841	3209.7      	-32.4   	9.7       	134.4     
33:32         	691.9   	9.63  	3    	6.8      	235     	129.128142	35.163902	3214.2      	-32.4   	9.7       	134.4     
33:34         	691.5   	9.61  	3    	6.8      	235     	129.128270	35.163964	3218.7      	-32.3   	9.7       	134.4     
33:36         	691.2   	9.58  	3    	6.8      	234     	129.128399	35.164026	3223.1      	-32.3   	9.6       	134.4     
33:38         	690.8   	9.56  	3    	6.8      	234     	129.128527	35.164087	3227.6      	-32.3   	9.6       	134.4     
33:40         	690.4   	9.54  	3    	6.8      	234     	129.128655	35.164149	3232.1      	-32.2   	9.6       	134.4     
33:42         	690.0   	9.51  	3    	6.8      	233     	129.128783	35.164211	3236.6      	-32.1   	9.6       	134.4     
33:44         	689.7   	9.48  	3    	6.8      	233     	129.128912	35.164272	3241.1      	-32.0   	9.5       	134.4     
33:46         	689.3   	9.45  	3    	6.8      	233     	129.129033	35.164343	3245.5      	-31.9   	9.5       	134.4     
33:48         	688.9   	9.43  	4    	6.8      	232     	129.129153	35.164415	3250.0      	-31.8   	9.5       	134.4     
33:50         	688.6   	9.40  	4    	6.8      	232     	129.129274	35.164486	3254.5      	-31.7   	9.5       	135.5     
33:52         	688.2   	9.37  	4    	6.8      	232     	129.129394	35.164558	3259.1      	-31.6   	9.4       	135.9     
33:54         	687.8   	9.35  	4    	6.8      	231     	129.129514	35.164630	3263.6      	-31.5   	9.4       	135.9     
33:56         	687.4   	9.32  	4    	6.8      	231     	129.129635	35.164702	3268.1      	-31.4   	9.4       	135.9     
33:58         	687.0   	9.29  	4    	6.8      	230     	129.129755	35.164774	3272.7      	-31.3   	9.4       	135.9     
34:00         	686.7   	9.27  	4    	6.8      	230     	129.129875	35.164846	3277.2      	-31.2   	9.3       	135.9     
34:02         	686.3   	9.24  	4    	6.8      	230     	129.129995	35.164917	3281.7      	-31.1   	9.3       	135.9     
34:04         	685.9   	9.21  	4    	6.7      	229     	129.130116	35.164989	3286.2      	-31.1   	9.3       	135.9     
34:06         	685.5   	9.19  	4    	6.7      	229     	129.130236	35.165061	3290.8      	-31.0   	9.3       	135.9     
34:08         	685.2   	9.16  	4    	6.7      	228     	129.130356	35.165133	3295.3      	-30.9   	9.2       	135.9     
34:10         	684.8   	9.13  	4    	6.7      	228     	129.130477	35.165205	3299.8      	-30.8   	9.2       	135.9     
34:12         	684.4   	9.11  	4    	6.7      	228     	129.130597	35.165277	3304.4      	-30.8   	9.2       	135.9     
34:14         	684.0   	9.08  	4    	6.7      	227     	129.130717	35.165348	3308.9      	-30.7   	9.1       	135.9     
34:16         	683.7   	9.05  	4    	6.7      	227     	129.130831	35.165423	3313.4      	-30.6   	9.1       	135.9     
34:18         	683.3   	9.02  	4    	6.7      	227     	129.130940	35.165499	3318.0      	-30.5   	9.1       	135.9     
34:20         	682.9   	8.99  	4    	6.7      	227     	129.131049	35.165575	3322.4      	-30.5   	9.1       	134.1     
34:22         	682.6   	8.96  	4    	6.6      	227     	129.131158	35.165650	3326.9      	-30.4   	9.0       	132.4     
34:24         	682.2   	8.94  	4    	6.6      	227     	129.131267	35.165726	3331.3      	-30.3   	9.0       	132.4     
34:26         	681.8   	8.91  	4    	6.6      	226     	129.131376	35.165802	3335.7      	-30.3   	9.0       	132.4     
34:28         	681.5   	8.87  	4    	6.6      	226     	129.131485	35.165878	3340.1      	-30.2   	9.0       	132.4     
34:30         	681.1   	8.84  	4    	6.6      	226     	129.131593	35.165954	3344.5      	-30.2   	8.9       	132.4     
34:32         	680.7   	8.81  	4    	6.6      	226     	129.131702	35.166030	3348.9      	-30.1   	8.9       	132.4     
34:34         	680.4   	8.77  	4    	6.5      	226     	129.131811	35.166106	3353.3      	-29.9   	8.9       	132.4     
34:36         	680.0   	8.74  	5    	6.5      	226     	129.131920	35.166182	3357.7      	-29.7   	8.8       	132.4     
34:38         	679.7   	8.71  	5    	6.5      	226     	129.132029	35.166258	3362.2      	-29.5   	8.8       	132.4     
34:40         	679.3   	8.67  	5    	6.4      	226     	129.132138	35.166334	3366.6      	-29.3   	8.8       	132.4     
34:42         	678.9   	8.64  	5    	6.4      	226     	129.132247	35.166410	3371.0      	-29.1   	8.7       	132.4     
34:44         	678.6   	8.61  	5    	6.4      	226     	129.132356	35.166486	3375.4      	-28.9   	8.7       	132.4     
34:46         	678.2   	8.58  	5    	6.3      	226     	129.132464	35.166560	3379.8      	-28.7   	8.7       	132.4     
